fund,risk_exposure_profile,duration_profile,alpha_interpretation,broad_risky_beta,interest_rate_beta,currency_beta,beta_equity,beta_credit,beta_real_estate,beta_duration,beta_fx,loading_share_equity,loading_share_credit,loading_share_real_estate,loading_share_duration,loading_share_fx_abs,alpha_annualized,p_alpha_holm,r2,n_obs,largest_average_factor_contribution,avg_annualized_simple_contribution_equity,avg_annualized_simple_contribution_duration,avg_annualized_simple_contribution_credit,avg_annualized_simple_contribution_real_estate,avg_annualized_simple_contribution_fx
Philips,gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.6321906054528007,0.42870101360684526,-0.11254286890687956,0.28324807618430503,0.30055829937219547,0.04838422989630019,0.42870101360684526,-0.11254286890687956,0.24138380036464824,0.2561355597218219,0.04123300481831453,0.3653386857154268,0.09590894937978853,-0.012640302970296391,1.0,0.959746753300035,40,equity (positief),0.03378826032651798,0.0009904814513235181,0.002037865988605783,0.001653126078767108,-0.0013726339129196713
Betonproduktenindustrie,gemiddeld risky profiel,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.6257959957386637,0.6842065812428815,-0.09240264288385344,0.2351431290757815,0.3694395777501636,0.021213288912718682,0.6842065812428815,-0.09240264288385344,0.16767131621083833,0.26343283133645357,0.015126361918957143,0.48788080046404203,0.06588869006970907,-0.0058726633489516455,1.0,0.9545795363394685,40,equity (positief),0.028049889574659596,0.0015808078499577657,0.0025048995549766134,0.000724786592515715,-0.0011269927850402395
Rijn- en Binnenvaart,gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.6217658290562353,0.4921253143558252,-0.05698771164201635,0.29484290364193644,0.26235576359570256,0.06456716181859631,0.4921253143558252,-0.05698771164201635,0.2518133301060588,0.2240673853347413,0.055144186386058086,0.42030421185895994,0.04867088631418182,0.000547827611253382,1.0,0.9362348400920975,40,equity (positief),0.035171390810075406,0.0011370185283565122,0.0017788425362505274,0.0022060423254242887,-0.0006950530618180923
Lloyd's Register Nederland,gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.621201295553808,0.39041817188185834,-0.2029367071165706,0.37396971752401964,0.17857606696531989,0.06865551106446846,0.39041817188185834,-0.2029367071165706,0.3079064808689387,0.14702989512292788,0.05652724221650701,0.3214492504027584,0.1670871313888681,-0.008175154928681594,1.0,0.9622587247454395,40,equity (positief),0.044610315946908896,0.0009020318245929222,0.0012107936929632484,0.0023457274412553024,-0.002475126225855647
Kring DB evenwicht (Achmea),gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.6194970555829599,0.3629852452984434,-0.13244228994787932,0.21865708760825098,0.35383994195637136,0.047000026018337505,0.3629852452984434,-0.13244228994787932,0.19611827508945112,0.3173667034226814,0.042155340733294626,0.3255693239562098,0.11879035679836296,-0.017029251747258445,1.0,0.975497102785536,17,equity (positief),0.02608329312548817,0.000838650110825128,0.0023991298348084817,0.0016058324970795413,-0.001615338052539075
Sagittarius,gemiddeld risky profiel,laag durationprofiel,alpha rond nul / geen sterk residueel signaal,0.618463491975249,0.19011349253803825,-0.14749761287847082,0.32184000925332834,0.25648249952459684,0.0401409831973238,0.19011349253803825,-0.14749761287847082,0.3366264621310216,0.2682662003825852,0.04198520001141267,0.19884796966333157,0.154274167811649,-0.012056244936138327,1.0,0.8875000219091815,40,equity (positief),0.038391837157843944,0.00043924292695503026,0.0017390202285065479,0.0013714821191340796,-0.0017989609424228056
IFF,gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.6164127157517693,0.502041779859697,0.093613462896172,0.10598813164034726,0.47520053321357797,0.035224050897843986,0.502041779859697,0.093613462896172,0.08744405039041327,0.3920576646532838,0.02906111876863215,0.41420266605994366,0.07723450012772701,0.010743364092097307,1.0,0.9207117267773217,39,equity (positief),0.012643173544646107,0.001159929776131826,0.0032219872365063995,0.0012034871127193146,0.0011417606030947576
Detailhandel,gemiddeld risky profiel,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.6146375063180042,0.7043698061021918,0.042531962083231956,0.20611337626373,0.3901894017492288,0.01833472830504536,0.7043698061021918,0.042531962083231956,0.15138261534093636,0.2865796154808213,0.013466176590265664,0.5173334469981302,0.03123814558984642,0.013474295755620425,1.0,0.9204388666789809,40,equity (positief),0.02458697163205076,0.001627393464612569,0.002645588934326897,0.0006264358774158692,0.0005187428942011719
"Vlakglas, Verf, het Glasbewerkings- en het Glazeniersbedrijf",gemiddeld risky profiel,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.6128424124475611,0.6146773353270003,0.018252092792933966,0.16679979462980776,0.4539418003558797,-0.007899182538126437,0.6146773353270003,0.018252092792933966,0.1330490946632934,0.36209004754003565,0.0,0.4903019404598727,0.014558917336798193,0.005961672591443534,1.0,0.9201821904548841,40,equity (positief),0.01989731036935448,0.00142016575624126,0.0030778473184204535,-0.00026988844676676576,0.0002226124302026426
Kring McCain (De Nationale),gemiddeld risky profiel,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.6078487684685459,0.6123693440869024,-0.02672019200587396,0.23203239911119294,0.3649001285627175,0.010916240794635516,0.6123693440869024,-0.02672019200587396,0.18608169968186428,0.29263687483807854,0.008754435367574897,0.49109835013235587,0.02142863998012655,0.006961940509959019,1.0,0.9142238655543963,31,equity (positief),0.02767881501957373,0.0014148333160543315,0.002474120870357278,0.00037297115978471475,-0.00032589396434646684
Dow,gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.60327629217068,0.4319353267607974,-0.011194824750151613,0.09748752800532731,0.47935665649959036,0.02643210766576233,0.4319353267607974,-0.011194824750151613,0.0931641128492401,0.45809795934841874,0.02525988618033046,0.4127796893538763,0.010698352268134214,-0.0023586565899530454,1.0,0.9436739626472723,40,equity (positief),0.011629148621964163,0.0009979540886280317,0.00325016686856683,0.0009030960416793361,-0.0001365381587523336
Horecabedrijf,gemiddeld risky profiel,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.6032191070809753,0.6740530739431185,0.015396444148110255,0.3214398584445594,0.19500413012818651,0.08677511850822935,0.6740530739431185,0.015396444148110255,0.24866377367342576,0.15085392058789146,0.06712866454592685,0.5214430526255899,0.011910588567166007,-0.0009165141870430826,1.0,0.9479530322397043,40,equity (positief),0.03834410373674295,0.0015573489349398595,0.001322180373178709,0.0029648133638069856,0.0001877833893994317
Kring Progress (Unilever),gemiddeld risky profiel,laag durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5982247577434869,0.07466629575931678,-0.140472022686537,0.3420934506528104,0.19265419299787825,0.06347711409279835,0.07466629575931678,-0.140472022686537,0.4205913209824333,0.2368612476244628,0.07804277812830253,0.0917994656324126,0.17270518763238873,-0.007550104444966066,1.0,0.9372971735872277,29,equity (positief),0.04080784138894874,0.00017251086104606834,0.0013062471683288677,0.0021687990681381955,-0.0017132730312349053
Dierenartsen,gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5936182075043496,0.47580065749424383,0.04349073674195557,0.20954566366594263,0.3770332387006995,0.007039305137707466,0.47580065749424383,0.04349073674195557,0.18828632922046953,0.33878154893356444,0.006325136495092015,0.42752857622048496,0.039078409130389104,0.0009378168239242424,1.0,0.9547395791223707,40,equity (positief),0.024996404316726537,0.001099301636379564,0.0025563866155982125,0.00024050933381567245,0.0005304366303231907
Zorgverzekeraars,gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5931841384625245,0.5351782579669819,0.037239355049210054,0.08918095723058725,0.4580725018594504,0.04593067937248686,0.5351782579669819,0.037239355049210054,0.07651065822220127,0.39299229027266497,0.03940512213045138,0.45914331999590696,0.031948609378775486,0.007815809000698337,1.0,0.9330122534522733,38,equity (positief),0.010638269603336904,0.0012364891167578624,0.0031058545839685774,0.001569296525931781,0.00045419138620054746
Kring 3 - Stabiliteit (Achmea),gemiddeld risky profiel,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.5880339327380388,0.9981580741931972,0.18581066245812808,0.0835659844261844,0.4430963744677039,0.06137157384415051,0.9981580741931972,0.18581066245812808,0.047159062381650595,0.25005401070890926,0.034634018844508445,0.5632937757013451,0.10485913236358657,-0.0059193597491888905,1.0,0.876976423218846,31,equity (positief),0.00996846748006305,0.0023061691635836608,0.003004312418217652,0.00209685985359673,0.002266247689874785
Grolsche bierbrouwerij,gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5858618571597873,0.5235196363954537,0.07618532989232961,0.1653768282896866,0.3276904586403158,0.0927945702297849,0.5235196363954537,0.07618532989232961,0.13949178149973768,0.27639982172190675,0.0782702150520228,0.44157750203660734,0.06426067968972543,-0.00748057525108814,1.0,0.9287329514699398,39,equity (positief),0.01972756673761097,0.0012095527484077071,0.002221829315139872,0.00317047774333954,0.0009291976336920261
Fysiotherapeuten,gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5837581475879493,0.3861045729672671,0.012647565163174612,0.19721229046062264,0.343843542723895,0.04270231440343164,0.3861045729672671,0.012647565163174612,0.200722876215413,0.3499643186661235,0.04346246041812031,0.39297763960298443,0.012872705097358831,-0.0003968018155551256,1.0,0.9418183120996837,40,equity (positief),0.023525173760885806,0.0008920655787065288,0.0023313515633485355,0.001458994174658201,0.00015425656931848192
Kas Bank,gemiddeld risky profiel,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.5812849394056104,0.5431524859806959,-0.10546542251278379,0.23364846357481533,0.38998523537354607,-0.04234875954275093,0.5431524859806959,-0.10546542251278379,0.1836495723079652,0.3065315328291881,0.0,0.42692222419182535,0.08289667067102131,-0.005279337194636691,1.0,0.9476090781858844,40,equity (positief),0.027871593051950472,0.0012549129708788408,0.002644204631468218,-0.0014469143965627589,-0.0012863135353447484
ABP,gemiddeld risky profiel,laag durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5744349808369561,0.17816013670313502,-0.1282782190815684,0.34921325264552905,0.12216335512328241,0.10305837306814464,0.17816013670313502,-0.1282782190815684,0.3964398036894132,0.13868436021892253,0.11699567779335436,0.2022539782920639,0.1456261800062461,-0.006477967696545517,1.0,0.9273442963843055,40,equity (positief),0.041657152446746386,0.00041162559725494406,0.0008283003563026473,0.003521157296900313,-0.0015645507841637815
Media PNO,gemiddeld risky profiel,laag durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5642127952575686,0.24502581054549205,-0.14302326337402765,0.33976257231520757,0.21208681242521765,0.01236341051714335,0.24502581054549205,-0.14302326337402765,0.356795313676498,0.22271900124331948,0.012983204428659294,0.2573092743461784,0.15019320630534477,0.0009472458064909706,1.0,0.9569566669501386,40,equity (positief),0.04052979422576476,0.0005661137080104753,0.0014380055469303352,0.00042241607218297526,-0.0017443893473701173
Ecolab,gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5628784763030701,0.443898819599849,-0.054497387838363,0.30272603518080565,0.2648529682490288,-0.0047005271267644075,0.443898819599849,-0.054497387838363,0.2839897514448665,0.2484607198636011,0.0,0.41642508669443884,0.05112444199709354,0.0014661884443751827,1.0,0.9297919188637588,40,equity (positief),0.03611175836424083,0.0010255948391138456,0.00179577425445705,-0.0001606011709571647,-0.0006646797210613884
Kring DB-A (De Nationale),gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5589483625643343,0.5395011628645664,0.058695982141712885,0.15463998320384215,0.388256228627762,0.01605215073273024,0.5395011628645664,0.058695982141712885,0.13363918555800589,0.3355293055951903,0.013872197254112982,0.4662345049389944,0.05072480665369651,0.01957170364137273,1.0,0.8626101596135326,32,equity (positief),0.018446783751427675,0.0012464768634181018,0.0026324815013844265,0.0005484478941475526,0.0007158880560127387
Bouwmaterialen,gemiddeld risky profiel,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.5542922358562411,0.5958157953814146,0.07096555184476709,0.20204667007165714,0.3137601240327838,0.03848544175180017,0.5958157953814146,0.07096555184476709,0.16546641649688273,0.2569543133025136,0.03151770891206185,0.4879442186255182,0.05811734266302352,-0.00108078759799779,1.0,0.9423113637843256,40,equity (positief),0.024101860031858244,0.0013765875866859317,0.002127377905327251,0.001314917847181408,0.0008655343875388977
DHL Nederland,gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5451376398049731,0.3164747310172471,-0.017818933788416785,0.2895856716618457,0.20930433931319378,0.04624762882993359,0.3164747310172471,-0.017818933788416785,0.3292874271630096,0.2379996461529898,0.05258810845994328,0.35986293569270245,0.02026188253135475,-0.001040397787826386,1.0,0.9276394227337387,40,equity (positief),0.03454426308114912,0.0007311910654185067,0.0014191396319612672,0.0015801256207603905,-0.00021732938788230895
Lanschot,gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5426752896735632,0.502063364604661,0.011830049269792364,0.21911333486292767,0.2778416217153155,0.045720333095320004,0.502063364604661,0.011830049269792364,0.20738200377044375,0.2629659773020986,0.04327246580538357,0.47518288485992843,0.011196668262145564,-0.012837516295093332,1.0,0.954541210660483,40,equity (positief),0.026137718211871615,0.0011599796460617768,0.0018838408132312407,0.0015621097025163544,0.00014428570176812838
KLM Vliegend Personeel,gemiddeld risky profiel,laag durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5336717892784377,0.1396314152957866,-0.15837031187453715,0.368490833603344,0.1160409973668512,0.04913995830824257,0.1396314152957866,-0.15837031187453715,0.4430715013949183,0.13952710417225409,0.059085635572561884,0.16789210253082426,0.1904236563294416,-0.006072677602152465,1.0,0.8940460677806544,40,equity (positief),0.043956747673103196,0.0003226078840097225,0.0007867891264747938,0.001678946771768212,-0.0019315702806414442
Levensmiddelenbedrijf,gemiddeld risky profiel,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.529420974031885,0.6541249958438204,0.03733802899254665,0.26752303420241186,0.20100139610096945,0.06089654372850376,0.6541249958438204,0.03733802899254665,0.21912240184194662,0.16463594926896888,0.04987905794895688,0.5357798090974966,0.03058278184263095,-0.016591175466460495,1.0,0.9417796441049546,40,equity (positief),0.03191244242410826,0.0015113066091897672,0.0013628434471183925,0.002080629675415565,0.0004553948671697184
ABN AMRO Bank,gemiddeld risky profiel,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.5247806766070362,0.6076157675466043,0.15576114558823806,0.08518454099141674,0.41219038368460026,0.027405751931019226,0.6076157675466043,0.15576114558823806,0.06612897495599591,0.31998443899025986,0.021275154646653756,0.47169365952216963,0.12091777188492096,0.00942865941091009,1.0,0.9396754447225306,40,equity (positief),0.01016154279169793,0.0014038505349524193,0.0027947615005001654,0.0009363621850030577,0.0018997474724634852
Provisum,gemiddeld risky profiel,laag durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5239643373593252,0.3015361240891844,-0.09340095391237514,0.283646720872093,0.22556477778639464,0.014752838700837538,0.3015361240891844,-0.09340095391237514,0.30868025245199454,0.24547222804941207,0.016054865575589064,0.3281485032545745,0.10164415066842977,-0.010528671703749604,1.0,0.9739215566971734,40,equity (positief),0.03383581408458834,0.0006966765375745659,0.0015293897717629913,0.0005040547807512816,-0.0011391687281870632
Tandartsen en Tandarts-Specialisten,gemiddeld risky profiel,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5172559798173457,0.3932316610494898,-0.03707886544148946,0.09793452694188466,0.4080303289826237,0.011291123892837426,0.3932316610494898,-0.03707886544148946,0.10335372376492392,0.43060864463465565,0.01191591705454757,0.4149910939565626,0.0391306205893104,0.0067578313373029,1.0,0.9475838834741691,40,equity (positief),0.011682470489627084,0.0009085321797252622,0.0027665552123836644,0.0003857796518792428,-0.00045223396783749913
Koopvaardij,laag risky/defensiever,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5158397002756393,0.4626250512842178,0.1105745965777552,0.08369934103726123,0.40640564079592134,0.02573471844245672,0.4626250512842178,0.1105745965777552,0.07685612203121689,0.3731781055394588,0.02363065988980671,0.42480104330055846,0.10153406923895908,0.0012905149984576703,1.0,0.9509930403493083,40,equity (positief),0.009984375400611093,0.0010688603891075392,0.002755539390146561,0.0008792686021485523,0.0013486277952948138
Recreatie (SPR),laag risky/defensiever,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.5067757203896346,0.8459299886016141,0.020743413074136213,0.18767482980175926,0.32752535783840575,-0.008424467250530511,0.8459299886016141,0.020743413074136213,0.13581186532023243,0.23701542628117264,0.0,0.612161629791611,0.015011078606983915,0.006501835958681257,1.0,0.9288457148687501,40,equity (positief),0.02238746363788425,0.001954457620192655,0.0022207098873629418,-0.0002878356551591278,0.0002529979245403806
Shell,laag risky/defensiever,laag durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5037366505036409,0.20056872278977433,-0.14228575189095322,0.24426345103776434,0.2036302266443435,0.055842972821533055,0.20056872278977433,-0.14228575189095322,0.28852588194161527,0.24052960229177622,0.0659621524019304,0.23691333020541053,0.1680690331592675,-0.01029154729957138,1.0,0.8783539074938599,40,equity (positief),0.029137839815538268,0.0004633989501622862,0.0013806676242092933,0.0019079661882604076,-0.0017353942570310459
Trespa,laag risky/defensiever,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.5028501588468726,0.7229509980379676,0.1321853140839342,0.10249389169315008,0.412965078303488,-0.012608811149765545,0.7229509980379676,0.1321853140839342,0.0747805665394707,0.30130344361405115,0.0,0.5274722651317584,0.0964437247147198,8.713189256592813e-05,1.0,0.9053595409488634,40,equity (positief),0.012226350628954372,0.0016703239111749053,0.002800014138070596,-0.00043080058478973097,0.0016122038354262629
Honeywell,laag risky/defensiever,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.5024382310372659,0.4739946129418114,-0.05678210492317998,0.32043898114274527,0.1750745961194212,0.006924653775099411,0.4739946129418114,-0.05678210492317998,0.3101377709286889,0.16944644123222355,0.006702045670609521,0.4587570219008238,0.0549567202676542,0.003882944925354348,1.0,0.9034877088688744,40,equity (positief),0.0382247105063134,0.0010951289062654042,0.0011870527802622637,0.00023659208313503172,-0.0006925453706801271
Cargill,laag risky/defensiever,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.5014472694883875,0.5654371964551014,0.02418137073929131,0.1741372116148809,0.29648374392723953,0.030826313946266958,0.5654371964551014,0.02418137073929131,0.15960284499817046,0.2717377210055933,0.028253394900521936,0.5182429670552487,0.02216307204046558,-0.004547844974316262,1.0,0.9546228408164891,39,equity (positief),0.02077258041021629,0.001306400118500227,0.002010239408413826,0.0010532312616333048,0.0002949291222094099
BPL,laag risky/defensiever,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.49483699664173825,0.3767533293411506,-0.06559434827181809,0.28570745832864475,0.12394991753811879,0.0851796207749747,0.3767533293411506,-0.06559434827181809,0.30485716014920183,0.13225772992573698,0.09088883238803869,0.4020054314703369,0.06999084606668562,0.008357455933349467,1.0,0.9341786562137708,40,equity (positief),0.03408163652611931,0.0008704602335720526,0.0008404137292799409,0.0029103005831528335,-0.0008000242734904862
Rockwool,laag risky/defensiever,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.483714706513762,0.5753061991976209,-0.053249601652113066,0.22251820585816784,0.2582794781901969,0.0029170224653972954,0.5753061991976209,-0.053249601652113066,0.20005763380854227,0.23220923011113317,0.0026225836665504576,0.5172358660855939,0.04787468632818006,-0.0025358955948572293,1.0,0.9365954783120952,40,equity (positief),0.02654388043233636,0.0013292017071348905,0.0017512042264614398,9.966482716027551e-05,-0.0006494610434858547
Bakkersbedrijf BPF,laag risky/defensiever,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.47832485873438474,0.5255739699035354,0.008878006839842967,0.2604115352082984,0.18138896797469795,0.0365243555513884,0.5255739699035354,0.008878006839842967,0.2571262750944071,0.17910062870773527,0.036063577159284606,0.5189435140028685,0.008766005035704526,-0.008119688319567775,1.0,0.9518408076635808,40,equity (positief),0.03106412181921022,0.001214299131481234,0.0012298659172481875,0.0012479141406522502,0.00010828099004286473
APF,laag risky/defensiever,laag durationprofiel,alpha rond nul / geen sterk residueel signaal,0.47823043678532473,0.28392219144383407,-0.19148251135033606,0.3015454927125158,0.07538963504222254,0.10129530903058634,0.28392219144383407,-0.19148251135033606,0.31620635628578264,0.07905500952436126,0.1062201934748886,0.29772622637314883,0.20079221434181863,-0.01261144138627035,1.0,0.9611567078630273,40,equity (positief),0.03597093313152457,0.0006559808708596723,0.0005111619724587803,0.0034609193403332514,-0.0023354246374150366
Kring AFM (De Nationale),laag risky/defensiever,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.4714558480285278,0.817120240387568,0.10883685039343975,0.11877247618248123,0.3380631456348253,0.014620226211221297,0.817120240387568,0.10883685039343975,0.08499454447850198,0.24192072095942044,0.010462352111664542,0.5847378521367332,0.07788453031367988,0.019606254461302486,1.0,0.8718222431968834,28,equity (positief),0.014168199830128984,0.0018878948635916574,0.0022921589186834027,0.0004995238588904874,0.0013274332996523418
Kappersbedrijf,laag risky/defensiever,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.4492998005594286,0.9103969217655349,0.13215001122388279,0.15916180323522153,0.29015994267012896,-2.194534592188553e-05,0.9103969217655349,0.13215001122388279,0.10668620200079175,0.19449429214177905,0.0,0.610239315728507,0.08858019012892238,0.013630257280819569,1.0,0.9192513167781893,39,equity (positief),0.018986185234495457,0.0021034036210088214,0.0019673623375510794,-7.49798513457553e-07,0.001611773262584107
Gasunie,laag risky/defensiever,laag durationprofiel,alpha rond nul / geen sterk residueel signaal,0.448713363802032,0.29284724974778964,-0.19345078433040142,0.457392905234239,-0.12121374894605863,0.11253420751385165,0.29284724974778964,-0.19345078433040142,0.43304489256727263,0.0,0.10654376848723168,0.2772583578678557,0.18315298107763991,0.0006422792171363323,1.0,0.9597647767668339,40,equity (positief),0.05456174940973237,0.0006766015468587171,-0.0008218617713919113,0.0038449146259691334,-0.0023594307629791235
Apothekers,laag risky/defensiever,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.4413057118736783,0.4777711077167952,-0.023162122997388013,0.15619137796293853,0.22896177443987084,0.056152559470868946,0.4777711077167952,-0.023162122997388013,0.1657662095072812,0.24299757109489317,0.05959481924685241,0.5070593945147244,0.024582005636248898,0.010829674870326267,1.0,0.8952182613087841,40,equity (positief),0.018631847426689625,0.0011038542134303461,0.0015524223213814405,0.0019185437207488274,-0.00028249782354258037
Metro,laag risky/defensiever,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.4358497731222907,0.511291356037892,-0.08381633411167053,0.33937259010752663,0.05023557853345162,0.04624160448131242,0.511291356037892,-0.08381633411167053,0.32918195192117006,0.048727110790801845,0.04485306729781049,0.49593836239882727,0.0812995075913903,2.0777967201013325e-05,1.0,0.9687803065128553,36,equity (positief),0.0404832738026313,0.0011813002262738169,0.00034061071387844814,0.0015799197890703006,-0.0010222695029525062
Banden- en Wielenbranche,laag risky/defensiever,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.4318489597521354,0.8105381744057425,0.14031152712851946,0.18098783320633094,0.16221465613075137,0.08864647041505308,0.8105381744057425,0.14031152712851946,0.13089463255713898,0.11731743197019845,0.06411120000114892,0.5862001585013876,0.10147657697012614,-0.008377588938362268,1.0,0.924183736746036,40,equity (positief),0.021589781320628703,0.001872687495147307,0.0010998589334340033,0.0030287511519323978,0.001711315540298806
Achmea,laag risky/defensiever,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.4299851827441308,0.5273208477869371,-0.09625029552455329,0.24805006802727914,0.1817481843939303,0.0001869303229213408,0.5273208477869371,-0.09625029552455329,0.23544072765045848,0.17250922413837336,0.00017742793460429762,0.5005150980025513,0.0913575222740126,0.002096236118832806,1.0,0.9507369294272138,40,equity (positief),0.02958953997294831,0.001218335161456249,0.0012323015010428505,6.386779171559269e-06,-0.001173920844996926
Wolters Kluwer Nederland,laag risky/defensiever,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.4274139360147778,0.4417166981875781,-0.1439122190325987,0.25230076358243825,0.11294943040044775,0.0621637420318918,0.4417166981875781,-0.1439122190325987,0.24905240955677738,0.11149521467898992,0.061363388363467566,0.43602962774678483,0.1420593596539802,-0.0028917511712882593,1.0,0.9626499354784469,40,equity (positief),0.030096599402693686,0.0010205532116980252,0.0007658274721618351,0.0021239255709333813,-0.0017552315330713374
Bouwnijverheid,laag risky/defensiever,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.4270831081852977,0.3985304593157807,0.02665910792548476,0.21465859344547633,0.12806927771262275,0.08435523702719862,0.3985304593157807,0.02665910792548476,0.25186609829775375,0.15026796165736978,0.09897681746628655,0.46760910070983547,0.03128002186875445,0.00046359957776020977,1.0,0.9074816179755599,40,equity (positief),0.02560631844129655,0.0009207746546214833,0.0008683440975711297,0.0028821341686975192,0.00032514894974806425
Nederlandsche Bank,laag risky/defensiever,hoog duration/rentegevoelig,alpha rond nul / geen sterk residueel signaal,0.4267749401435798,0.618987587199557,-0.037418643391072495,0.21244511171466757,0.14483540132820397,0.06949442710070824,0.618987587199557,-0.037418643391072495,0.1961307281317183,0.13371299764196476,0.06415771338935208,0.5714534224962483,0.03454513834071647,0.011023792983421155,1.0,0.9497914751887342,39,equity (positief),0.02534227535243937,0.0014301242690387482,0.0009820229184465514,0.002374390375033028,-0.0004563780841283846
TNO,laag risky/defensiever,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.41962356748021995,0.3834697740621157,-0.07028509935422118,0.26552147381743824,0.07671367468539403,0.07738841897738769,0.3834697740621157,-0.07028509935422118,0.3040165195111413,0.08783554882193391,0.08860811688681652,0.43906484990454897,0.08047496487555933,-0.0030916465521309,1.0,0.953470060000553,40,equity (positief),0.03167367913131637,0.0008859780739871831,0.0005201393168276462,0.0026441014743908866,-0.0008572352196420246
SABIC,laag risky/defensiever,gemiddeld durationprofiel,alpha rond nul / geen sterk residueel signaal,0.41047466396360865,0.37630887452742956,-0.09010821714073901,0.29785492042571765,0.026855565705355106,0.08576417783253586,0.37630887452742956,-0.09010821714073901,0.3396712519108143,0.030625861781544955,0.09780474874090365,0.42913948285020537,0.1027586547165316,-0.006994935849996775,1.0,0.9412351424609072,40,equity (positief),0.03553069001015901,0.0008694333541503355,0.00018208794789572165,0.00293027292782904,-0.0010990087233554368
Flexsecurity,laag risky/defensiever,laag durationprofiel,alpha rond nul / geen sterk residueel signaal,0.4098064480200211,0.23102389941979004,0.050800722541605205,0.09506584756836313,0.32210131107200596,-0.007360710620347999,0.23102389941979004,0.050800722541605205,0.13600424240542663,0.4608084386839398,0.0,0.330510180278373,0.07267713863226075,0.008315800098156911,1.0,0.9348780366758817,25,equity (positief),0.011340269805436775,0.0005337633453733415,0.002183933393588051,-0.00025149067600817104,0.0006195931847012617
