fund,year,asset_management_costs,transaction_costs,ter_annual,ter_quarterly,source_type,confidence,notes,dnb_reporter,source_asset_management_post,source_transaction_post
Kring 4 - Koopkracht (Achmea),2020,0.003,0.0026,0.0056,0.001397069567179221,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring 4 - Koopkracht (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring 4 - Koopkracht (Achmea),2021,0.0034999999999999,0.0015,0.0049999999999999,0.0012476630625266605,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring 4 - Koopkracht (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring 4 - Koopkracht (Achmea),2022,0.0037,0.0011,0.0048,0.0011978460281132364,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring 4 - Koopkracht (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring 4 - Koopkracht (Achmea),2023,0.0034999999999999,0.0009,0.0043999999999999,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring 4 - Koopkracht (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring 4 - Koopkracht (Achmea),2024,0.0034999999999999,0.0009,0.0043999999999999,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring 4 - Koopkracht (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring AFM (De Nationale),2018,0.0028,0.0012,0.004,0.000998503490403868,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring AFM (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring AFM (De Nationale),2019,0.0026,0.001,0.0036,0.0008987875452020067,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring AFM (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring AFM (De Nationale),2020,0.0025,0.0011,0.0036,0.0008987875452020067,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring AFM (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring AFM (De Nationale),2021,0.0027,0.0009,0.0036,0.0008987875452020067,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring AFM (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring AFM (De Nationale),2022,0.0029,0.0018,0.0046999999999999,0.0011729347220381658,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring AFM (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring AFM (De Nationale),2023,0.0031,0.0009,0.004,0.000998503490403868,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring AFM (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring AFM (De Nationale),2024,0.0025,0.0005,0.003,0.0007491577235239077,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring AFM (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring ANWB (De nationale),2020,0.0034,0.0008,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring ANWB (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring ANWB (De nationale),2021,0.0024,0.0006,0.0029999999999999,0.0007491577235239077,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring ANWB (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring ANWB (De nationale),2022,0.0024,0.0014,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring ANWB (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring ANWB (De nationale),2023,0.0036,0.0008,0.0044,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring ANWB (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring ANWB (De nationale),2024,0.0024,0.0004,0.0028,0.0006992661981939374,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring ANWB (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Arcadis (Hnp),2018,0.002,0.0004,0.0024,0.0005994607547548103,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Arcadis (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Arcadis (Hnp),2019,0.0033,0.001,0.0043,0.0010732708977265748,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Arcadis (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Arcadis (Hnp),2020,0.0036,0.0008,0.0044,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Arcadis (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Arcadis (Hnp),2021,0.0033,0.0005,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Arcadis (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Arcadis (Hnp),2022,0.0034999999999999,0.0011,0.0046,0.0011480215562862384,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Arcadis (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Arcadis (Hnp),2023,0.0042,0.0006,0.0048,0.0011978460281132364,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Arcadis (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Arcadis (Hnp),2024,0.0037,0.0007,0.0044,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Arcadis (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring B (De Nationale),2021,0.0021,0.0007,0.0028,0.0006992661981939374,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring B (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring B (De Nationale),2022,0.002,0.0012,0.0031999999999999,0.0007990417880670009,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring B (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring B (De Nationale),2023,0.0022,0.0006,0.0028,0.0006992661981939374,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring B (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring B (De Nationale),2024,0.002,0.0003,0.0023,0.0005745047268324033,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring B (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Bavaria (Achmea),2017,0.0021,0.0006,0.0026999999999999,0.0006743176369199411,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Bavaria (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Bavaria (Achmea),2018,0.0028,0.001,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Bavaria (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Bavaria (Achmea),2019,0.0028,0.0014,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Bavaria (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Bavaria (Achmea),2020,0.0033,0.0019,0.0052,0.001297472662116883,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Bavaria (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Bavaria (Achmea),2021,0.0028,0.0033,0.0061,0.0015215239237034162,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Bavaria (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Bavaria (Achmea),2022,0.0039,0.001,0.0049,0.001222755474834747,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Bavaria (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Bavaria (Achmea),2023,0.0036,0.0009,0.0045,0.0011231065305328247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Bavaria (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Bavaria (Achmea),2024,0.0036,0.0006,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Bavaria (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring CK1 (Hnp),2017,0.0039,0.0021,0.006,0.0014966367639916989,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring CK1 (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring CK1 (Hnp),2018,0.0043,0.0011,0.0054,0.001347274829472056,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring CK1 (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring CK1 (Hnp),2019,0.0036,0.0006,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring CK1 (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring CK1 (Hnp),2020,0.0031,0.0014,0.0045,0.0011231065305328247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring CK1 (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring CK1 (Hnp),2021,0.0028,0.0004,0.0032,0.0007990417880670009,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring CK1 (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring CK1 (Hnp),2022,0.0034999999999999,0.0017,0.0052,0.001297472662116883,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring CK1 (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring CK1 (Hnp),2023,0.0044,0.0008,0.0052,0.001297472662116883,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring CK1 (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring CK1 (Hnp),2024,0.004,0.0008,0.0048,0.0011978460281132364,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring CK1 (Hnp),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Chemours (Achmea),2020,0.0033,0.0032,0.0065,0.0016210540142660435,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Chemours (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Chemours (Achmea),2021,0.0032,0.0015,0.0047,0.0011729347220381658,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Chemours (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Chemours (Achmea),2022,0.0033,0.0013,0.0046,0.0011480215562862384,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Chemours (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Chemours (Achmea),2023,0.003,0.0008,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Chemours (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Chemours (Achmea),2024,0.0033,0.0008,0.0041,0.001023427821025491,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Chemours (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring D (De Nationale),2020,0.0029,0.0016,0.0045,0.0011231065305328247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring D (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring D (De Nationale),2021,0.0032,0.0011,0.0043,0.0010732708977265748,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring D (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring D (De Nationale),2022,0.0033,0.0019,0.0052,0.001297472662116883,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring D (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring D (De Nationale),2023,0.0034,0.001,0.0044,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring D (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring D (De Nationale),2024,0.0033,0.0006,0.0039,0.0009735772978352042,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring D (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring DB evenwicht (Achmea),2020,0.0006,0.0007,0.0013,0.0003248416825412104,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring DB evenwicht (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring DB evenwicht (Achmea),2021,0.0029,0.001,0.0039,0.0009735772978352042,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring DB evenwicht (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring DB evenwicht (Achmea),2022,0.003,0.001,0.004,0.000998503490403868,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring DB evenwicht (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring DB evenwicht (Achmea),2023,0.0031,0.0008,0.0039,0.0009735772978352042,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring DB evenwicht (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring DB evenwicht (Achmea),2024,0.0031,0.0007,0.0038,0.0009486492429950921,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring DB evenwicht (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring DB-A (De Nationale),2017,0.0034,0.0014,0.0048,0.0011978460281132364,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring DB-A (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring DB-A (De Nationale),2018,0.0046999999999999,0.001,0.0056999999999999,0.001421964150722932,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring DB-A (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring DB-A (De Nationale),2019,0.0031,0.0012,0.0043,0.0010732708977265748,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring DB-A (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring DB-A (De Nationale),2020,0.0033,0.0011,0.0044,0.001098189644454406,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring DB-A (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring DB-A (De Nationale),2021,0.003,0.0009,0.0039,0.0009735772978352042,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring DB-A (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring DB-A (De Nationale),2022,0.0031,0.0003,0.0034,0.0008489183944260237,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring DB-A (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring DB-A (De Nationale),2023,0.0032,0.0007,0.0039,0.0009735772978352042,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring DB-A (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring DB-A (De Nationale),2024,0.003,0.0004,0.0034,0.0008489183944260237,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring DB-A (De Nationale),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Deutche Bank NL (Achmea),2023,0.0006,0.0012,0.0018,0.000449696568543434,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Deutche Bank NL (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Deutche Bank NL (Achmea),2024,0.0033,0.001,0.0043,0.0010732708977265748,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Deutche Bank NL (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Douwe Egberts (Stap),2018,0.002,0.0006,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Douwe Egberts (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Douwe Egberts (Stap),2019,0.0024,0.0007,0.0031,0.0007741006882311385,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Douwe Egberts (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Douwe Egberts (Stap),2020,0.0027,0.0006,0.0033,0.0008239810233570122,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Douwe Egberts (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Douwe Egberts (Stap),2021,0.0024,0.0005,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Douwe Egberts (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Douwe Egberts (Stap),2022,0.0019,0.0007,0.0026,0.0006493672094727287,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Douwe Egberts (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Douwe Egberts (Stap),2023,0.002,0.0012,0.0031999999999999,0.0007990417880670009,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Douwe Egberts (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Douwe Egberts (Stap),2024,0.0023,0.0006,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Douwe Egberts (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring ES Nederland (Achmea),2021,0.0009,0.0003,0.0012,0.00029986509442214704,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring ES Nederland (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring ES Nederland (Achmea),2022,0.0019,0.001,0.0029,0.0007242128936200132,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring ES Nederland (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring ES Nederland (Achmea),2023,0.0022,0.0015,0.0037,0.0009237193255591247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring ES Nederland (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring ES Nederland (Achmea),2024,0.003,0.0007,0.0037,0.0009237193255591247,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring ES Nederland (Achmea),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Eastman (Stap),2016,0.0007,0.0017,0.0024,0.0005994607547548103,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Eastman (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Eastman (Stap),2017,0.0027,0.0015,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Eastman (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Eastman (Stap),2018,0.003,0.0006,0.0036,0.0008987875452020067,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Eastman (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Eastman (Stap),2019,0.0032,0.0008,0.004,0.000998503490403868,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Eastman (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Eastman (Stap),2020,0.0036,0.0006,0.0042,0.0010483502900249242,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Eastman (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Eastman (Stap),2021,0.0034,0.0007,0.0041,0.001023427821025491,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Eastman (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Eastman (Stap),2022,0.0046,0.0007,0.0053,0.001322374674662008,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Eastman (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Eastman (Stap),2023,0.0046999999999999,0.0011,0.0058,0.0014468568778243096,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Eastman (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Eastman (Stap),2024,0.0051,0.0007,0.0058,0.0014468568778243096,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Eastman (Stap),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Forward (Unilever),2017,0.0063,0.001,0.0073,0.001820025230677702,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Forward (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Forward (Unilever),2018,0.0069,0.0011,0.008,0.001994027846918156,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Forward (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
Kring Forward (Unilever),2019,0.0065,0.003,0.0095,0.002366585646125685,dnb_annual_wide_xlsx,0.95,Extracted from DNB annual wide Excel.,Kring Forward (Unilever),Kosten vermogensbeheer als percentage van het gemiddeld belegd vermogen,Transactiekosten als percentage van het gemiddeld belegd vermogen
